# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
40

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,TCZFITCZEU,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 8.333333332999993459e+00, 0.000000000000000000e+00, 8.333365941695650037e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,30,17
# x,y,z,u,w
8.333333332999993459e+00, -1.480297366166875305e-16, 7.029018115660865540e+00, 0.000000000000000000e+00, 3.500000000000000000e+00
8.333333332999993459e+00, 0.000000000000000000e+00, 7.029018115660865540e+00, 0.000000000000000000e+00, 3.750000000000000000e+00
8.333333332999993459e+00, 0.000000000000000000e+00, 7.029018115660866428e+00, 0.000000000000000000e+00, 4.000000000000000000e+00
9.195576843132574396e+00, 1.019334586062624393e+00, 7.113995203297504233e+00, 2.500000000000000000e-01, 0.000000000000000000e+00
9.215046209223618945e+00, 9.381575384906699622e-01, 6.722420510350220368e+00, 2.500000000000000000e-01, 2.500000000000000000e-01
9.229537476707928789e+00, 7.124641626072572009e-01, 6.392842393522743194e+00, 2.500000000000000000e-01, 5.000000000000000000e-01
9.238527920487589640e+00, 3.852323967567206076e-01, 6.166327151063129008e+00, 2.500000000000000000e-01, 7.500000000000000000e-01
9.241609139529114003e+00, -1.515714637134735199e-16, 6.082184238151459255e+00, 2.500000000000000000e-01, 1.000000000000000000e+00
9.238527920487589640e+00, -3.852323967567208296e-01, 6.166327151063129008e+00, 2.500000000000000000e-01, 1.250000000000000000e+00
9.229537476707928789e+00, -7.124641626072572009e-01, 6.392842393522743194e+00, 2.500000000000000000e-01, 1.500000000000000000e+00
9.215046209223618945e+00, -9.381575384906701842e-01, 6.722420510350220368e+00, 2.500000000000000000e-01, 1.750000000000000000e+00
9.195576843132574396e+00, -1.019334586062624393e+00, 7.113995203297504233e+00, 2.500000000000000000e-01, 2.000000000000000000e+00
9.172429564221465270e+00, -9.283300572639144876e-01, 7.509578646104624333e+00, 2.500000000000000000e-01, 2.250000000000000000e+00
9.149900076967497853e+00, -6.981696444592488948e-01, 7.847753743529381154e+00, 2.500000000000000000e-01, 2.500000000000000000e+00
9.132960060809006464e+00, -3.754049155299650775e-01, 8.082495518095688780e+00, 2.500000000000000000e-01, 2.750000000000000000e+00
9.126289576338237453e+00, -1.223851562357800054e-16, 8.170276732376603235e+00, 2.500000000000000000e-01, 3.000000000000000000e+00
9.132960060809008240e+00, 3.754049155299648555e-01, 8.082495518095688780e+00, 2.500000000000000000e-01, 3.250000000000000000e+00
9.149900076967497853e+00, 6.981696444592486728e-01, 7.847753743529382042e+00, 2.500000000000000000e-01, 3.500000000000000000e+00
9.172429564221465270e+00, 9.283300572639150428e-01, 7.509578646104624333e+00, 2.500000000000000000e-01, 3.750000000000000000e+00
9.195576843132574396e+00, 1.019334586062624393e+00, 7.113995203297504233e+00, 2.500000000000000000e-01, 4.000000000000000000e+00
1.107473742133297989e+01, 1.704896115008071700e+00, 7.300944796098108647e+00, 5.000000000000000000e-01, 0.000000000000000000e+00
1.109143145119274543e+01, 1.576939279238648073e+00, 6.609446161568882872e+00, 5.000000000000000000e-01, 2.500000000000000000e-01
1.110410135422385736e+01, 1.207059882683548802e+00, 6.032935398341869870e+00, 5.000000000000000000e-01, 5.000000000000000000e-01
1.111201007451351330e+01, 6.595013597276230266e-01, 5.640186469131682756e+00, 5.000000000000000000e-01, 7.500000000000000000e-01
1.111472542032073818e+01, -1.266348137463069179e-16, 5.495288421805017975e+00, 5.000000000000000000e-01, 1.000000000000000000e+00
1.111201007451351330e+01, -6.595013597276232487e-01, 5.640186469131682756e+00, 5.000000000000000000e-01, 1.250000000000000000e+00
1.110410135422385736e+01, -1.207059882683548580e+00, 6.032935398341870759e+00, 5.000000000000000000e-01, 1.500000000000000000e+00
1.109143145119274543e+01, -1.576939279238648073e+00, 6.609446161568882872e+00, 5.000000000000000000e-01, 1.750000000000000000e+00
1.107473742133297989e+01, -1.704896115008071700e+00, 7.300944796098107759e+00, 5.000000000000000000e-01, 2.000000000000000000e+00
1.105539722820941151e+01, -1.550732662633966141e+00, 7.988188847695156802e+00, 5.000000000000000000e-01, 2.250000000000000000e+00
1.103704760182324662e+01, -1.168941167622193023e+00, 8.554746810886435071e+00, 5.000000000000000000e-01, 2.500000000000000000e+00
1.102369555122074019e+01, -6.332947431229412061e-01, 8.936555077419313875e+00, 5.000000000000000000e-01, 2.750000000000000000e+00
1.101857043519191137e+01, -7.656023608808644710e-17, 9.076210679172231011e+00, 5.000000000000000000e-01, 3.000000000000000000e+00
1.102369555122074196e+01, 6.332947431229412061e-01, 8.936555077419313875e+00, 5.000000000000000000e-01, 3.250000000000000000e+00
1.103704760182325018e+01, 1.168941167622192800e+00, 8.554746810886435071e+00, 5.000000000000000000e-01, 3.500000000000000000e+00
1.105539722820941151e+01, 1.550732662633967474e+00, 7.988188847695155914e+00, 5.000000000000000000e-01, 3.750000000000000000e+00
